max_fitness,seed,task,sampling,repertoire,coverage1,coverage2,coverage3
4.628153,5,ObstacleTraverser-v0,all,g3,0.68359375,2.9296875,3.3203125
0.8267994,5,ObstacleTraverser-v0,s1,g1,4.8828125,0.87890625,1.7578125
2.9457002,5,ObstacleTraverser-v0,s1,g2,2.734375,4.8828125,3.0273438
1.0616492,5,ObstacleTraverser-v0,s1,g3,2.1484375,1.4648438,2.1484375
2.2781909,5,ObstacleTraverser-v0,s2,g1,4.1015625,3.90625,2.34375
2.6398313,5,ObstacleTraverser-v0,s2,g2,0.1953125,4.8828125,1.0742188
2.985934,5,ObstacleTraverser-v0,s2,g3,0.29296875,3.90625,2.34375
2.4389815,5,ObstacleTraverser-v0,s3,g1,4.0039062,2.9296875,3.3203125
4.158106,5,ObstacleTraverser-v0,s3,g2,0.1953125,4.8828125,3.4179688
5.5736156,5,ObstacleTraverser-v0,s3,g3,0.1953125,2.6367188,2.6367188
1.4560548,6,ObstacleTraverser-v0,ga,all,,,
2.104242,6,ObstacleTraverser-v0,all,g1,4.8828125,3.4179688,1.953125
3.0026562,6,ObstacleTraverser-v0,all,g2,0.29296875,4.8828125,1.953125
3.0026562,6,ObstacleTraverser-v0,all,g3,0.29296875,2.2460938,2.2460938
1.8727394,6,ObstacleTraverser-v0,s1,g1,4.8828125,1.2695312,1.5625
2.1311421,6,ObstacleTraverser-v0,s1,g2,2.8320312,4.8828125,1.8554688
2.1715264,6,ObstacleTraverser-v0,s1,g3,3.125,1.3671875,1.7578125
1.5702722,6,ObstacleTraverser-v0,s2,g1,4.1992188,3.7109375,2.2460938
1.6372635,6,ObstacleTraverser-v0,s2,g2,0.1953125,4.8828125,1.3671875
1.5815696,6,ObstacleTraverser-v0,s2,g3,0.1953125,3.125,1.4648438
6.9492283,6,ObstacleTraverser-v0,s3,g1,4.8828125,3.8085938,3.7109375
6.9492283,6,ObstacleTraverser-v0,s3,g2,0.1953125,4.8828125,3.7109375
6.9492283,6,ObstacleTraverser-v0,s3,g3,0.1953125,2.8320312,3.4179688
1.3848917,7,ObstacleTraverser-v0,ga,all,,,
2.4626248,7,ObstacleTraverser-v0,all,g1,4.8828125,3.6132812,3.2226562
2.8189166,7,ObstacleTraverser-v0,all,g2,0.390625,4.8828125,1.4648438
4.131356,7,ObstacleTraverser-v0,all,g3,0.68359375,2.5390625,2.6367188
2.8990674,7,ObstacleTraverser-v0,s1,g1,4.8828125,1.6601562,1.171875
5.1116476,7,ObstacleTraverser-v0,s1,g2,2.6367188,4.8828125,1.953125
5.1694274,7,ObstacleTraverser-v0,s1,g3,2.9296875,1.5625,1.2695312
1.9927753,7,ObstacleTraverser-v0,s2,g1,4.296875,3.90625,2.5390625
4.647609,7,ObstacleTraverser-v0,s2,g2,0.09765625,4.8828125,2.2460938
4.7057605,7,ObstacleTraverser-v0,s2,g3,0.390625,4.5898438,2.734375
1.5111125,7,ObstacleTraverser-v0,s3,g1,3.8085938,2.5390625,2.8320312
1.6013641,7,ObstacleTraverser-v0,s3,g2,0.390625,4.8828125,3.125
5.1167483,7,ObstacleTraverser-v0,s3,g3,0.1953125,1.8554688,2.4414062
1.3848938,8,ObstacleTraverser-v0,ga,all,,,
8.903488,8,ObstacleTraverser-v0,all,g1,4.8828125,2.8320312,2.8320312
8.903488,8,ObstacleTraverser-v0,all,g2,0.29296875,4.8828125,2.0507812
8.903488,8,ObstacleTraverser-v0,all,g3,0.390625,3.2226562,2.4414062
1.5708982,8,ObstacleTraverser-v0,s1,g1,4.8828125,1.953125,0.68359375
1.6073549,8,ObstacleTraverser-v0,s1,g2,3.0273438,4.8828125,1.0742188
1.6074755,8,ObstacleTraverser-v0,s1,g3,2.4414062,2.2460938,1.5625
2.25844,8,ObstacleTraverser-v0,s2,g1,4.4921875,3.90625,2.2460938
6.709851,8,ObstacleTraverser-v0,s2,g2,0.1953125,4.8828125,2.734375
6.709851,8,ObstacleTraverser-v0,s2,g3,0.1953125,4.0039062,2.9296875
1.6452094,8,ObstacleTraverser-v0,s3,g1,3.7109375,2.734375,2.8320312
2.7487807,8,ObstacleTraverser-v0,s3,g2,0.29296875,4.8828125,2.6367188
2.6678367,8,ObstacleTraverser-v0,s3,g3,0.29296875,3.125,2.8320312
2.0043955,9,ObstacleTraverser-v0,ga,all,,,
5.7095714,9,ObstacleTraverser-v0,all,g1,4.8828125,3.125,2.734375
4.844558,9,ObstacleTraverser-v0,all,g2,0.09765625,4.8828125,1.8554688
5.4030046,9,ObstacleTraverser-v0,all,g3,0.09765625,3.0273438,1.953125
3.0005252,9,ObstacleTraverser-v0,s1,g1,4.8828125,1.8554688,1.4648438
2.4489145,9,ObstacleTraverser-v0,s1,g2,3.4179688,4.8828125,1.4648438
3.0005252,9,ObstacleTraverser-v0,s1,g3,3.3203125,1.8554688,1.4648438
3.1999261,9,ObstacleTraverser-v0,s2,g1,4.1015625,4.1015625,2.1484375
3.2475417,9,ObstacleTraverser-v0,s2,g2,0.09765625,4.8828125,2.5390625
2.2302582,9,ObstacleTraverser-v0,s2,g3,0.1953125,3.515625,2.0507812
1.5692637,9,ObstacleTraverser-v0,s3,g1,4.296875,3.515625,2.8320312
2.1992173,9,ObstacleTraverser-v0,s3,g2,0.09765625,4.8828125,2.4414062
1.8910283,9,ObstacleTraverser-v0,s3,g3,0.09765625,1.5625,2.4414062
2.2692764,0,ObstacleTraverser-v1,ga,all,,,
2.670287,0,ObstacleTraverser-v1,all,g1,4.8828125,3.4179688,1.4648438
2.6733265,0,ObstacleTraverser-v1,all,g2,0.29296875,4.8828125,1.3671875
4.337059,0,ObstacleTraverser-v1,all,g3,0.390625,3.515625,1.7578125
0.77131164,0,ObstacleTraverser-v1,s1,g1,4.8828125,0.9765625,1.0742188
0.9323261,0,ObstacleTraverser-v1,s1,g2,3.0273438,4.8828125,1.171875
0.77127415,0,ObstacleTraverser-v1,s1,g3,2.5390625,1.3671875,1.2695312
2.9672334,0,ObstacleTraverser-v1,s2,g1,4.1015625,3.8085938,1.3671875
4.2501698,0,ObstacleTraverser-v1,s2,g2,0.1953125,4.8828125,1.0742188
4.342891,0,ObstacleTraverser-v1,s2,g3,0.1953125,3.125,1.2695312
0.8909361,0,ObstacleTraverser-v1,s3,g1,3.8085938,2.5390625,1.5625
1.1472094,0,ObstacleTraverser-v1,s3,g2,0.1953125,4.8828125,1.5625
1.1472094,0,ObstacleTraverser-v1,s3,g3,0.1953125,2.2460938,1.7578125
0.6776371,1,ObstacleTraverser-v1,ga,all,,,
3.684412,1,ObstacleTraverser-v1,all,g1,4.8828125,2.734375,2.1484375
3.6250737,1,ObstacleTraverser-v1,all,g2,0.29296875,4.8828125,1.7578125
3.6250737,1,ObstacleTraverser-v1,all,g3,0.48828125,1.953125,0.9765625
2.4437907,1,ObstacleTraverser-v1,s1,g1,4.8828125,1.7578125,0.9765625
1.9397322,1,ObstacleTraverser-v1,s1,g2,3.0273438,4.8828125,0.9765625
2.4437907,1,ObstacleTraverser-v1,s1,g3,2.4414062,1.6601562,0.9765625
4.3588176,1,ObstacleTraverser-v1,s2,g1,4.4921875,3.90625,1.6601562
4.300002,1,ObstacleTraverser-v1,s2,g2,0.1953125,4.8828125,1.171875
4.3588176,1,ObstacleTraverser-v1,s2,g3,0.1953125,3.3203125,1.6601562
1.1439664,1,ObstacleTraverser-v1,s3,g1,4.5898438,3.3203125,1.4648438
1.6336505,1,ObstacleTraverser-v1,s3,g2,0.29296875,4.8828125,1.5625
1.4899501,1,ObstacleTraverser-v1,s3,g3,0.09765625,1.7578125,1.171875
0.53644,2,ObstacleTraverser-v1,ga,all,,,
1.4106363,2,ObstacleTraverser-v1,all,g1,4.8828125,2.9296875,1.6601562
4.918335,2,ObstacleTraverser-v1,all,g2,0.1953125,4.8828125,3.0273438
4.9046307,2,ObstacleTraverser-v1,all,g3,0.29296875,2.4414062,3.0273438
0.5407955,2,ObstacleTraverser-v1,s1,g1,4.8828125,0.78125,0.48828125
0.6699875,2,ObstacleTraverser-v1,s1,g2,2.8320312,4.8828125,0.9765625
0.8954207,2,ObstacleTraverser-v1,s1,g3,2.6367188,1.6601562,1.2695312
1.8387634,2,ObstacleTraverser-v1,s2,g1,4.1015625,3.90625,1.3671875
2.634973,2,ObstacleTraverser-v1,s2,g2,0.1953125,4.8828125,1.4648438
1.9090319,2,ObstacleTraverser-v1,s2,g3,0.1953125,3.2226562,1.3671875
1.299722,2,ObstacleTraverser-v1,s3,g1,4.8828125,3.3203125,1.7578125
1.3253518,2,ObstacleTraverser-v1,s3,g2,0.390625,4.8828125,1.6601562
1.8843588,2,ObstacleTraverser-v1,s3,g3,0.1953125,1.5625,1.2695312
1.4431376,3,ObstacleTraverser-v1,ga,all,,,
3.7629132,3,ObstacleTraverser-v1,all,g1,4.8828125,3.8085938,1.953125
4.8959603,3,ObstacleTraverser-v1,all,g2,0.390625,4.8828125,1.8554688
4.8959603,3,ObstacleTraverser-v1,all,g3,0.390625,2.8320312,2.34375
1.3059357,3,ObstacleTraverser-v1,s1,g1,4.8828125,1.2695312,0.68359375
0.8838339,3,ObstacleTraverser-v1,s1,g2,2.8320312,4.8828125,0.9765625
1.3059357,3,ObstacleTraverser-v1,s1,g3,2.5390625,1.171875,0.5859375
1.989294,3,ObstacleTraverser-v1,s2,g1,4.0039062,3.6132812,1.6601562
2.1040783,3,ObstacleTraverser-v1,s2,g2,0.09765625,4.8828125,1.6601562
2.1070323,3,ObstacleTraverser-v1,s2,g3,0.09765625,2.6367188,1.7578125
1.1008922,3,ObstacleTraverser-v1,s3,g1,4.6875,2.8320312,2.2460938
1.1803426,3,ObstacleTraverser-v1,s3,g2,0.09765625,4.8828125,1.8554688
1.182532,3,ObstacleTraverser-v1,s3,g3,0.09765625,0.9765625,1.3671875
0.8694982,4,ObstacleTraverser-v1,ga,all,,,
4.4280915,4,ObstacleTraverser-v1,all,g1,4.8828125,2.6367188,1.4648438
4.320311,4,ObstacleTraverser-v1,all,g2,0.5859375,4.8828125,2.0507812
4.6902647,4,ObstacleTraverser-v1,all,g3,0.5859375,2.9296875,1.8554688
1.0544633,4,ObstacleTraverser-v1,s1,g1,4.8828125,1.953125,1.2695312
1.4012728,4,ObstacleTraverser-v1,s1,g2,1.6601562,4.8828125,1.2695312
1.269939,4,ObstacleTraverser-v1,s1,g3,1.2695312,1.953125,1.0742188
2.8493528,4,ObstacleTraverser-v1,s2,g1,4.0039062,3.3203125,1.3671875
3.7528524,4,ObstacleTraverser-v1,s2,g2,0.09765625,4.8828125,1.3671875
4.104899,4,ObstacleTraverser-v1,s2,g3,0.390625,3.4179688,1.7578125
1.123498,4,ObstacleTraverser-v1,s3,g1,4.1992188,1.953125,2.1484375
2.9885514,4,ObstacleTraverser-v1,s3,g2,0.48828125,4.8828125,1.8554688
1.5131607,4,ObstacleTraverser-v1,s3,g3,0.390625,1.8554688,1.5625
1.0868429,5,ObstacleTraverser-v1,ga,all,,,
1.0727874,5,ObstacleTraverser-v1,all,g1,4.8828125,3.8085938,1.6601562
4.7099686,5,ObstacleTraverser-v1,all,g2,0.5859375,4.8828125,1.7578125
4.7099686,5,ObstacleTraverser-v1,all,g3,0.68359375,2.9296875,1.953125
1.3154179,5,ObstacleTraverser-v1,s1,g1,4.8828125,0.87890625,1.171875
3.1657846,5,ObstacleTraverser-v1,s1,g2,2.734375,4.8828125,2.1484375
1.3233656,5,ObstacleTraverser-v1,s1,g3,2.1484375,1.4648438,1.5625
1.4936657,5,ObstacleTraverser-v1,s2,g1,4.1015625,3.90625,1.3671875
1.8939528,5,ObstacleTraverser-v1,s2,g2,0.1953125,4.8828125,0.87890625
2.174878,5,ObstacleTraverser-v1,s2,g3,0.29296875,3.90625,1.171875
2.2801404,5,ObstacleTraverser-v1,s3,g1,4.0039062,2.9296875,2.2460938
3.9304862,5,ObstacleTraverser-v1,s3,g2,0.1953125,4.8828125,1.953125
3.9304862,5,ObstacleTraverser-v1,s3,g3,0.1953125,2.6367188,1.953125
1.5460353,6,ObstacleTraverser-v1,ga,all,,,
1.5152078,6,ObstacleTraverser-v1,all,g1,4.8828125,3.4179688,1.171875
1.1714867,6,ObstacleTraverser-v1,all,g2,0.29296875,4.8828125,1.5625
0.93956673,6,ObstacleTraverser-v1,all,g3,0.29296875,2.2460938,1.8554688
1.1562408,6,ObstacleTraverser-v1,s1,g1,4.8828125,1.2695312,0.87890625
1.1189047,6,ObstacleTraverser-v1,s1,g2,2.8320312,4.8828125,0.9765625
1.1848963,6,ObstacleTraverser-v1,s1,g3,3.125,1.3671875,0.87890625
1.2848853,6,ObstacleTraverser-v1,s2,g1,4.1992188,3.7109375,1.3671875
1.1673346,6,ObstacleTraverser-v1,s2,g2,0.1953125,4.8828125,0.9765625
1.2692993,6,ObstacleTraverser-v1,s2,g3,0.1953125,3.125,1.3671875
0.9445981,6,ObstacleTraverser-v1,s3,g1,4.8828125,3.8085938,1.6601562
3.302039,6,ObstacleTraverser-v1,s3,g2,0.1953125,4.8828125,2.4414062
3.302039,6,ObstacleTraverser-v1,s3,g3,0.1953125,2.8320312,2.734375
0.4836957,7,ObstacleTraverser-v1,ga,all,,,
2.3787024,7,ObstacleTraverser-v1,all,g1,4.8828125,3.6132812,1.6601562
2.6466773,7,ObstacleTraverser-v1,all,g2,0.390625,4.8828125,1.2695312
3.2141542,7,ObstacleTraverser-v1,all,g3,0.68359375,2.5390625,1.8554688
3.5509493,7,ObstacleTraverser-v1,s1,g1,4.8828125,1.6601562,1.2695312
4.858231,7,ObstacleTraverser-v1,s1,g2,2.6367188,4.8828125,0.9765625
4.858231,7,ObstacleTraverser-v1,s1,g3,2.9296875,1.5625,1.2695312
1.0372355,7,ObstacleTraverser-v1,s2,g1,4.296875,3.90625,1.5625
4.369114,7,ObstacleTraverser-v1,s2,g2,0.09765625,4.8828125,1.4648438
4.5799813,7,ObstacleTraverser-v1,s2,g3,0.390625,4.5898438,1.5625
0.9984877,7,ObstacleTraverser-v1,s3,g1,3.8085938,2.5390625,1.5625
1.8953824,7,ObstacleTraverser-v1,s3,g2,0.390625,4.8828125,1.5625
4.5570526,7,ObstacleTraverser-v1,s3,g3,0.1953125,1.8554688,1.7578125
1.000768,8,ObstacleTraverser-v1,ga,all,,,
2.979242,8,ObstacleTraverser-v1,all,g1,4.8828125,2.8320312,1.5625
1.0843176,8,ObstacleTraverser-v1,all,g2,0.29296875,4.8828125,1.3671875
3.2568552,8,ObstacleTraverser-v1,all,g3,0.390625,3.2226562,1.171875
0.5702696,8,ObstacleTraverser-v1,s1,g1,4.8828125,1.953125,0.78125
0.6120445,8,ObstacleTraverser-v1,s1,g2,3.0273438,4.8828125,1.4648438
0.5480831,8,ObstacleTraverser-v1,s1,g3,2.4414062,2.2460938,1.2695312
2.0117786,8,ObstacleTraverser-v1,s2,g1,4.4921875,3.90625,1.3671875
4.850452,8,ObstacleTraverser-v1,s2,g2,0.1953125,4.8828125,1.953125
4.8035765,8,ObstacleTraverser-v1,s2,g3,0.1953125,4.0039062,2.5390625
3.8745084,8,ObstacleTraverser-v1,s3,g1,3.7109375,2.734375,2.1484375
2.8919563,8,ObstacleTraverser-v1,s3,g2,0.29296875,4.8828125,2.2460938
2.7391837,8,ObstacleTraverser-v1,s3,g3,0.29296875,3.125,2.2460938
2.5956724,9,ObstacleTraverser-v1,ga,all,,,
4.4634585,9,ObstacleTraverser-v1,all,g1,4.8828125,3.125,1.8554688
4.2289743,9,ObstacleTraverser-v1,all,g2,0.09765625,4.8828125,1.4648438
4.671787,9,ObstacleTraverser-v1,all,g3,0.09765625,3.0273438,1.7578125
1.1062541,9,ObstacleTraverser-v1,s1,g1,4.8828125,1.8554688,1.0742188
1.4321938,9,ObstacleTraverser-v1,s1,g2,3.4179688,4.8828125,0.9765625
1.3794562,9,ObstacleTraverser-v1,s1,g3,3.3203125,1.8554688,1.171875
1.1285943,9,ObstacleTraverser-v1,s2,g1,4.1015625,4.1015625,1.3671875
1.6453205,9,ObstacleTraverser-v1,s2,g2,0.09765625,4.8828125,0.78125
1.6266127,9,ObstacleTraverser-v1,s2,g3,0.1953125,3.515625,1.2695312
2.2397394,9,ObstacleTraverser-v1,s3,g1,4.296875,3.515625,1.8554688
2.2397394,9,ObstacleTraverser-v1,s3,g2,0.09765625,4.8828125,1.953125
2.2397394,9,ObstacleTraverser-v1,s3,g3,0.09765625,1.5625,1.7578125
-3.003132,0,Hurdler-v0,ga,all,,,
1.0822194,0,Hurdler-v0,all,g1,4.8828125,3.4179688,1.8554688
1.6174885,0,Hurdler-v0,all,g2,0.29296875,4.8828125,1.3671875
1.6174885,0,Hurdler-v0,all,g3,0.390625,3.515625,1.953125
0.64619994,0,Hurdler-v0,s1,g1,4.8828125,0.9765625,1.5625
0.8973271,0,Hurdler-v0,s1,g2,3.0273438,4.8828125,1.7578125
0.9079543,0,Hurdler-v0,s1,g3,2.5390625,1.3671875,1.7578125
0.91946876,0,Hurdler-v0,s2,g1,4.1015625,3.8085938,2.1484375
3.6286187,0,Hurdler-v0,s2,g2,0.1953125,4.8828125,1.8554688
3.6286187,0,Hurdler-v0,s2,g3,0.1953125,3.125,2.1484375
0.8582369,0,Hurdler-v0,s3,g1,3.8085938,2.5390625,1.5625
1.776474,0,Hurdler-v0,s3,g2,0.1953125,4.8828125,2.34375
0.9884687,0,Hurdler-v0,s3,g3,0.1953125,2.2460938,1.7578125
0.29172927,1,Hurdler-v0,ga,all,,,
1.5219138,1,Hurdler-v0,all,g1,4.8828125,2.734375,3.125
1.0783486,1,Hurdler-v0,all,g2,0.29296875,4.8828125,2.1484375
0.81581926,1,Hurdler-v0,all,g3,0.48828125,1.953125,1.0742188
0.7745206,1,Hurdler-v0,s1,g1,4.8828125,1.7578125,1.0742188
1.242326,1,Hurdler-v0,s1,g2,3.0273438,4.8828125,1.171875
0.76909107,1,Hurdler-v0,s1,g3,2.4414062,1.6601562,1.4648438
0.9290535,1,Hurdler-v0,s2,g1,4.4921875,3.90625,2.2460938
2.324144,1,Hurdler-v0,s2,g2,0.1953125,4.8828125,1.7578125
2.739367,1,Hurdler-v0,s2,g3,0.1953125,3.3203125,2.34375
1.3670553,1,Hurdler-v0,s3,g1,4.5898438,3.3203125,1.953125
1.3863528,1,Hurdler-v0,s3,g2,0.29296875,4.8828125,2.734375
1.3863528,1,Hurdler-v0,s3,g3,0.09765625,1.7578125,2.4414062
1.0240997,2,Hurdler-v0,ga,all,,,
1.4969912,2,Hurdler-v0,all,g1,4.8828125,2.9296875,2.6367188
2.3834245,2,Hurdler-v0,all,g2,0.1953125,4.8828125,3.2226562
2.4100268,2,Hurdler-v0,all,g3,0.29296875,2.4414062,2.8320312
0.6919819,2,Hurdler-v0,s1,g1,4.8828125,0.78125,0.29296875
0.6815601,2,Hurdler-v0,s1,g2,2.8320312,4.8828125,0.68359375
0.7568006,2,Hurdler-v0,s1,g3,2.6367188,1.6601562,1.0742188
0.80311054,2,Hurdler-v0,s2,g1,4.1015625,3.90625,1.6601562
0.8885774,2,Hurdler-v0,s2,g2,0.1953125,4.8828125,1.171875
0.8517586,2,Hurdler-v0,s2,g3,0.1953125,3.2226562,1.4648438
1.1086038,2,Hurdler-v0,s3,g1,4.8828125,3.3203125,3.0273438
1.0972681,2,Hurdler-v0,s3,g2,0.390625,4.8828125,2.0507812
1.0972681,2,Hurdler-v0,s3,g3,0.1953125,1.5625,1.8554688
-2.8594453,3,Hurdler-v0,ga,all,,,
1.648177,3,Hurdler-v0,all,g1,4.8828125,3.8085938,2.4414062
2.698592,3,Hurdler-v0,all,g2,0.390625,4.8828125,2.5390625
1.7487594,3,Hurdler-v0,all,g3,0.390625,2.8320312,2.1484375
0.47711903,3,Hurdler-v0,s1,g1,4.8828125,1.2695312,0.68359375
0.79968953,3,Hurdler-v0,s1,g2,2.8320312,4.8828125,1.3671875
0.5028736,3,Hurdler-v0,s1,g3,2.5390625,1.171875,0.5859375
0.7065082,3,Hurdler-v0,s2,g1,4.0039062,3.6132812,2.2460938
0.8507464,3,Hurdler-v0,s2,g2,0.09765625,4.8828125,1.2695312
0.8535912,3,Hurdler-v0,s2,g3,0.09765625,2.6367188,0.9765625
0.8726612,3,Hurdler-v0,s3,g1,4.6875,2.8320312,3.0273438
1.322332,3,Hurdler-v0,s3,g2,0.09765625,4.8828125,2.4414062
1.322332,3,Hurdler-v0,s3,g3,0.09765625,0.9765625,2.5390625
-2.2560246,4,Hurdler-v0,ga,all,,,
1.0731863,4,Hurdler-v0,all,g1,4.8828125,2.6367188,2.9296875
1.3574246,4,Hurdler-v0,all,g2,0.5859375,4.8828125,3.125
1.3711468,4,Hurdler-v0,all,g3,0.5859375,2.9296875,2.8320312
1.0207521,4,Hurdler-v0,s1,g1,4.8828125,1.953125,1.7578125
1.0167825,4,Hurdler-v0,s1,g2,1.6601562,4.8828125,2.34375
1.0167825,4,Hurdler-v0,s1,g3,1.2695312,1.953125,2.1484375
0.9484831,4,Hurdler-v0,s2,g1,4.0039062,3.3203125,2.1484375
1.3336004,4,Hurdler-v0,s2,g2,0.09765625,4.8828125,2.4414062
1.1702397,4,Hurdler-v0,s2,g3,0.390625,3.4179688,2.34375
0.88929653,4,Hurdler-v0,s3,g1,4.1992188,1.953125,2.34375
1.042498,4,Hurdler-v0,s3,g2,0.48828125,4.8828125,1.7578125
0.811744,4,Hurdler-v0,s3,g3,0.390625,1.8554688,1.6601562
-1.8239939,5,Hurdler-v0,ga,all,,,
1.2917641,5,Hurdler-v0,all,g1,4.8828125,3.8085938,2.5390625
1.3350775,5,Hurdler-v0,all,g2,0.5859375,4.8828125,2.734375
1.3350775,5,Hurdler-v0,all,g3,0.68359375,2.9296875,2.9296875
-0.114296444,5,Hurdler-v0,s1,g1,4.8828125,0.87890625,1.171875
0.8100667,5,Hurdler-v0,s1,g2,2.734375,4.8828125,2.5390625
0.106865965,5,Hurdler-v0,s1,g3,2.1484375,1.4648438,1.3671875
0.8765203,5,Hurdler-v0,s2,g1,4.1015625,3.90625,1.7578125
1.6562212,5,Hurdler-v0,s2,g2,0.1953125,4.8828125,1.0742188
0.8648161,5,Hurdler-v0,s2,g3,0.29296875,3.90625,1.6601562
0.9896475,5,Hurdler-v0,s3,g1,4.0039062,2.9296875,2.8320312
1.2454324,5,Hurdler-v0,s3,g2,0.1953125,4.8828125,2.9296875
1.2454324,5,Hurdler-v0,s3,g3,0.1953125,2.6367188,2.5390625
0.7403543,6,Hurdler-v0,ga,all,,,
1.0805296,6,Hurdler-v0,all,g1,4.8828125,3.4179688,1.953125
1.3392369,6,Hurdler-v0,all,g2,0.29296875,4.8828125,1.4648438
1.3392369,6,Hurdler-v0,all,g3,0.29296875,2.2460938,1.7578125
1.2806554,6,Hurdler-v0,s1,g1,4.8828125,1.2695312,1.6601562
1.2284454,6,Hurdler-v0,s1,g2,2.8320312,4.8828125,1.7578125
1.2655627,6,Hurdler-v0,s1,g3,3.125,1.3671875,1.7578125
1.0624527,6,Hurdler-v0,s2,g1,4.1992188,3.7109375,1.3671875
0.5804185,6,Hurdler-v0,s2,g2,0.1953125,4.8828125,0.5859375
0.5702245,6,Hurdler-v0,s2,g3,0.1953125,3.125,0.78125
1.2383473,6,Hurdler-v0,s3,g1,4.8828125,3.8085938,3.2226562
1.8229365,6,Hurdler-v0,s3,g2,0.1953125,4.8828125,3.125
1.2775841,6,Hurdler-v0,s3,g3,0.1953125,2.8320312,2.9296875
0.22987553,7,Hurdler-v0,ga,all,,,
0.784964,7,Hurdler-v0,all,g1,4.8828125,3.6132812,2.0507812
0.9048903,7,Hurdler-v0,all,g2,0.390625,4.8828125,0.9765625
1.0168477,7,Hurdler-v0,all,g3,0.68359375,2.5390625,2.2460938
1.6242452,7,Hurdler-v0,s1,g1,4.8828125,1.6601562,1.0742188
1.1354189,7,Hurdler-v0,s1,g2,2.6367188,4.8828125,1.6601562
1.6242452,7,Hurdler-v0,s1,g3,2.9296875,1.5625,1.3671875
0.9881869,7,Hurdler-v0,s2,g1,4.296875,3.90625,1.7578125
2.6935246,7,Hurdler-v0,s2,g2,0.09765625,4.8828125,1.5625
2.6935246,7,Hurdler-v0,s2,g3,0.390625,4.5898438,1.953125
0.52281296,7,Hurdler-v0,s3,g1,3.8085938,2.5390625,2.1484375
0.5450106,7,Hurdler-v0,s3,g2,0.390625,4.8828125,1.8554688
0.8861414,7,Hurdler-v0,s3,g3,0.1953125,1.8554688,1.953125
0.69216293,8,Hurdler-v0,ga,all,,,
0.90899974,8,Hurdler-v0,all,g1,4.8828125,2.8320312,2.6367188
0.779932,8,Hurdler-v0,all,g2,0.29296875,4.8828125,1.6601562
1.1393194,8,Hurdler-v0,all,g3,0.390625,3.2226562,1.953125
0.602134,8,Hurdler-v0,s1,g1,4.8828125,1.953125,0.5859375
0.7701365,8,Hurdler-v0,s1,g2,3.0273438,4.8828125,0.87890625
0.7665078,8,Hurdler-v0,s1,g3,2.4414062,2.2460938,0.87890625
1.0655372,8,Hurdler-v0,s2,g1,4.4921875,3.90625,1.6601562
2.4720364,8,Hurdler-v0,s2,g2,0.1953125,4.8828125,2.734375
2.4720364,8,Hurdler-v0,s2,g3,0.1953125,4.0039062,2.8320312
2.2366595,8,Hurdler-v0,s3,g1,3.7109375,2.734375,2.734375
2.635746,8,Hurdler-v0,s3,g2,0.29296875,4.8828125,2.5390625
2.635746,8,Hurdler-v0,s3,g3,0.29296875,3.125,2.6367188
-2.7789586,9,Hurdler-v0,ga,all,,,
1.8249296,9,Hurdler-v0,all,g1,4.8828125,3.125,2.0507812
3.4570622,9,Hurdler-v0,all,g2,0.09765625,4.8828125,1.6601562
3.4182794,9,Hurdler-v0,all,g3,0.09765625,3.0273438,1.4648438
0.88809925,9,Hurdler-v0,s1,g1,4.8828125,1.8554688,0.68359375
0.88809925,9,Hurdler-v0,s1,g2,3.4179688,4.8828125,0.87890625
0.883825,9,Hurdler-v0,s1,g3,3.3203125,1.8554688,0.68359375
1.3402252,9,Hurdler-v0,s2,g1,4.1015625,4.1015625,1.8554688
1.334379,9,Hurdler-v0,s2,g2,0.09765625,4.8828125,1.6601562
1.3238842,9,Hurdler-v0,s2,g3,0.1953125,3.515625,1.4648438
0.5853696,9,Hurdler-v0,s3,g1,4.296875,3.515625,1.953125
1.1493194,9,Hurdler-v0,s3,g2,0.09765625,4.8828125,1.2695312
1.0954759,9,Hurdler-v0,s3,g3,0.09765625,1.5625,0.87890625
-1.4444795,0,GapJumper-v0,ga,all,,,
1.7886133,0,GapJumper-v0,all,g1,4.8828125,3.4179688,2.9296875
2.0683372,0,GapJumper-v0,all,g2,0.29296875,4.8828125,2.5390625
3.199046,0,GapJumper-v0,all,g3,0.390625,3.515625,2.9296875
1.5576323,0,GapJumper-v0,s1,g1,4.8828125,0.9765625,2.0507812
1.5637664,0,GapJumper-v0,s1,g2,3.0273438,4.8828125,3.2226562
1.5571144,0,GapJumper-v0,s1,g3,2.5390625,1.3671875,2.8320312
1.7010694,0,GapJumper-v0,s2,g1,4.1015625,3.8085938,2.4414062
2.9261246,0,GapJumper-v0,s2,g2,0.1953125,4.8828125,2.1484375
2.9261246,0,GapJumper-v0,s2,g3,0.1953125,3.125,2.5390625
1.6128024,0,GapJumper-v0,s3,g1,3.8085938,2.5390625,2.5390625
1.8795677,0,GapJumper-v0,s3,g2,0.1953125,4.8828125,3.2226562
1.8795677,0,GapJumper-v0,s3,g3,0.1953125,2.2460938,2.9296875
-1.374303,1,GapJumper-v0,ga,all,,,
2.0026126,1,GapJumper-v0,all,g1,4.8828125,2.734375,3.0273438
1.7714143,1,GapJumper-v0,all,g2,0.29296875,4.8828125,3.125
1.7197052,1,GapJumper-v0,all,g3,0.48828125,1.953125,2.5390625
